epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
88,9463.29,0.79911,0.53668,1.01253,0.84021,0.67337,0.76151,0.48042,1.01426,1.59883,1.06021,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
89,9570.5,0.7958,0.53067,1.00814,0.84183,0.68576,0.76875,0.49076,0.99723,1.24736,1.05098,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
90,9677.5,0.79004,0.53058,1.0068,0.84524,0.70898,0.79457,0.51387,0.97651,1.16574,1.02791,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063
91,9784.47,0.78242,0.52426,0.99998,0.88716,0.68157,0.79135,0.49817,1.01358,0.99195,1.05884,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
92,9895.99,0.7903,0.52872,1.00631,0.80737,0.70743,0.77821,0.4919,1.01525,1.13042,1.05202,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997
93,10003.1,0.78112,0.52906,1.0027,0.80452,0.72628,0.78392,0.49618,1.01151,1.22447,1.05448,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
94,10110.1,0.78246,0.52612,1.00179,0.8306,0.71347,0.78784,0.49468,1.02281,1.0636,1.04965,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
95,10217.2,0.76884,0.5129,0.99157,0.84379,0.70279,0.78649,0.49537,1.01578,1.09011,1.0437,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
96,10324.2,0.76458,0.50901,0.99179,0.84311,0.70433,0.78411,0.49973,0.99935,1.03748,1.0396,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,10431.2,0.76184,0.50741,0.99358,0.83494,0.70433,0.77976,0.49866,1.0071,1.04472,1.04084,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
